Filename,Predicted Class
6215_soil,soil
6216_tree,soil
6217_tree,tree
6218_tree,tree
6219_soil,soil
6220_tree,tree
6221_soil,soil
6222_tree,tree
6223_soil,soil
6224_tree,tree
6225_soil,soil
6226_tree,tree
6227_soil,soil
6228_soil,soil
6229_tree,tree
6230_soil,soil
6231_soil,soil
6232_soil,soil
6233_tree,tree
6234_soil,soil
6235_tree,tree
6236_soil,soil
6237_tree,soil
6238_tree,tree
6239_soil,soil
6240_soil,soil
6241_soil,soil
6242_soil,soil
6243_soil,soil
6244_soil,soil
6245_soil,soil
6246_soil,soil
6247_soil,soil
6248_tree,tree
6249_tree,tree
6250_soil,soil
6251_tree,tree
6252_soil,soil
6253_soil,soil
6254_soil,soil
6255_soil,soil
6256_soil,soil
6257_soil,soil
6258_tree,soil
6259_tree,tree
6260_soil,soil
6261_soil,soil
6262_tree,tree
6263_soil,soil
6264_tree,tree
6265_soil,soil
6266_soil,soil
6267_tree,tree
6268_tree,tree
6269_soil,soil
6270_tree,tree
6271_soil,soil
6272_soil,soil
6273_tree,tree
6274_soil,soil
6275_soil,soil
6276_soil,soil
6277_soil,tree
6278_soil,soil
6279_soil,soil
6280_tree,soil
6281_tree,tree
6282_soil,soil
6283_tree,tree
6284_soil,soil
6285_tree,tree
6286_soil,soil
6287_tree,tree
6288_soil,soil
6289_soil,soil
6290_soil,soil
6291_soil,soil
6292_tree,tree
6293_tree,tree
6294_tree,tree
6295_soil,soil
6296_soil,soil
6297_soil,soil
6298_tree,tree
6299_soil,soil
6300_tree,tree
6301_soil,soil
6302_tree,tree
6303_soil,soil
6304_soil,soil
6305_soil,soil
6306_tree,soil
6307_soil,soil
6308_tree,tree
6309_soil,soil
6310_tree,tree
6311_soil,soil
6312_soil,soil
6313_soil,soil
6314_tree,tree
6315_soil,soil
6316_soil,soil
6317_soil,soil
6318_soil,soil
6319_soil,soil
6320_tree,tree
6321_soil,soil
6322_soil,soil
6323_soil,soil
6324_tree,soil
6325_tree,tree
6326_soil,soil
6327_tree,tree
6328_soil,soil
6329_soil,soil
6330_tree,tree
6331_soil,soil
6332_soil,soil
6333_tree,soil
6334_soil,soil
6335_soil,soil
6336_soil,soil
6337_tree,tree
6338_soil,soil
6339_soil,soil
6340_soil,soil
6341_soil,soil
6342_soil,soil
6343_tree,tree
6344_tree,tree
6345_soil,soil
6346_soil,soil
6347_soil,soil
6348_tree,tree
6349_tree,tree
6350_tree,tree
6351_soil,soil
6352_soil,soil
6353_soil,soil
6354_soil,soil
6355_soil,soil
6356_tree,tree
6357_soil,soil
6358_soil,soil
6359_soil,soil
6360_soil,soil
6361_soil,soil
6362_tree,tree
6363_soil,soil
6364_soil,soil
6365_soil,soil
6366_tree,soil
6367_soil,soil
6368_soil,soil
6369_tree,tree
6370_soil,soil
6371_soil,soil
6372_soil,soil
6373_soil,soil
6374_soil,soil
6375_soil,soil
6376_soil,soil
6377_tree,tree
6378_tree,tree
6379_soil,soil
6380_tree,tree
6381_soil,soil
6382_soil,soil
6383_soil,soil
6384_tree,tree
6385_soil,soil
6386_soil,soil
6387_tree,soil
6388_soil,soil
6389_soil,soil
6390_tree,tree
6391_tree,soil
6392_tree,tree
6393_soil,soil
6394_soil,soil
6395_tree,tree
6396_tree,tree
6397_soil,soil
6398_soil,soil
6399_tree,soil
6400_soil,soil
6401_soil,soil
6402_soil,soil
6403_soil,soil
6404_tree,tree
6405_tree,tree
6406_soil,tree
6407_tree,soil
6408_tree,tree
6409_soil,soil
6410_tree,tree
6411_soil,soil
6412_tree,tree
6413_tree,tree
6414_tree,tree
6415_soil,soil
6416_soil,tree
6417_soil,soil
6418_tree,tree
6419_soil,soil
6420_soil,soil
6421_tree,soil
6422_tree,tree
6423_soil,soil
6424_soil,soil
6425_soil,soil
6426_tree,tree
6427_soil,soil
6428_soil,soil
6429_soil,soil
6430_soil,soil
6431_soil,soil
6432_soil,soil
6433_soil,soil
6434_soil,soil
6435_tree,tree
6436_tree,tree
6437_soil,soil
6438_soil,tree
6439_tree,tree
6440_tree,tree
6441_soil,soil
6442_soil,soil
6443_soil,soil
6444_soil,soil
6445_tree,tree
6446_tree,soil
6447_soil,soil
6448_tree,soil
6449_tree,tree
6450_soil,soil
6451_soil,soil
6452_tree,tree
6453_soil,soil
6454_soil,soil
6455_tree,tree
6456_soil,soil
6457_tree,tree
6458_tree,tree
6459_tree,tree
6460_soil,soil
6461_tree,tree
6462_soil,soil
6463_tree,tree
6464_soil,soil
6465_tree,tree
6466_tree,tree
6467_soil,soil
6468_tree,soil
6469_soil,soil
6470_tree,tree
6471_tree,tree
6472_soil,soil
6473_tree,tree
6474_soil,soil
6475_soil,soil
6476_soil,soil
6477_soil,soil
6478_soil,soil
6479_tree,soil
6480_soil,soil
6481_soil,soil
6482_soil,soil
6483_tree,tree
6484_soil,tree
6485_soil,soil
6486_soil,soil
6487_soil,soil
6488_soil,soil
6489_soil,soil
6490_soil,tree
6491_soil,soil
6492_soil,soil
6493_soil,soil
6494_tree,soil
6495_tree,tree
6496_tree,tree
6497_soil,soil
6498_tree,tree
6499_soil,soil
6500_soil,soil
6501_tree,tree
6502_tree,tree
6503_soil,soil
6504_soil,soil
6505_tree,tree
6506_soil,soil
6507_soil,soil
6508_tree,tree
6509_tree,tree
6510_soil,soil
6511_soil,soil
6512_soil,soil
6513_tree,soil
6514_soil,soil
6515_soil,soil
6516_soil,soil
6517_soil,soil
6518_soil,tree
6519_soil,soil
6520_soil,soil
6521_soil,soil
6522_soil,soil
6523_tree,tree
6524_soil,soil
6525_soil,soil
6526_soil,soil
6527_tree,tree
6528_soil,soil
6529_soil,soil
6530_soil,soil
6531_soil,soil
6532_soil,soil
6533_soil,tree
6534_soil,soil
6535_tree,tree
6536_soil,soil
6537_soil,soil
6538_soil,soil
6539_tree,tree
6540_soil,soil
6541_soil,soil
6542_soil,soil
6543_soil,soil
6544_soil,soil
6545_soil,soil
6546_soil,soil
6547_soil,soil
6548_soil,soil
6549_soil,tree
6550_soil,soil
6551_tree,tree
6552_soil,soil
6553_soil,soil
6554_tree,tree
6555_soil,tree
6556_tree,tree
6557_tree,tree
6558_soil,soil
6559_tree,soil
6560_tree,tree
6561_tree,tree
6562_soil,soil
6563_soil,soil
6564_tree,tree
6565_tree,tree
6566_soil,soil
6567_soil,soil
6568_soil,tree
6569_soil,soil
6570_tree,tree
6571_soil,soil
6572_tree,tree
6573_tree,tree
6574_tree,tree
6575_tree,tree
6576_tree,tree
6577_tree,soil
6578_tree,tree
6579_soil,soil
6580_soil,soil
6581_tree,tree
6582_soil,soil
6583_tree,tree
6584_soil,soil
6585_tree,tree
6586_soil,soil
6587_soil,soil
6588_soil,soil
6589_soil,soil
6590_soil,soil
6591_soil,soil
6592_soil,soil
6593_tree,soil
6594_soil,soil
6595_tree,tree
6596_soil,soil
6597_tree,tree
6598_soil,tree
6599_soil,soil
6600_soil,soil
6601_soil,soil
6602_tree,soil
6603_soil,tree
6604_tree,soil
6605_soil,soil
6606_soil,soil
6607_tree,tree
6608_soil,soil
6609_soil,soil
6610_tree,tree
6611_soil,soil
6612_soil,soil
6613_tree,tree
6614_tree,tree
6615_soil,soil
6616_soil,soil
6617_soil,soil
6618_soil,soil
6619_tree,soil
6620_tree,tree
6621_soil,soil
6622_soil,soil
6623_tree,soil
6624_tree,tree
6625_soil,soil
6626_tree,tree
6627_tree,tree
6628_tree,tree
6629_soil,soil
6630_soil,soil
6631_soil,soil
6632_soil,soil
6633_soil,soil
6634_tree,tree
6635_tree,tree
6636_soil,soil
6637_soil,soil
6638_soil,soil
6639_soil,soil
6640_tree,tree
6641_soil,soil
6642_soil,soil
6643_soil,soil
6644_tree,tree
6645_soil,soil
6646_tree,soil
6647_soil,soil
6648_tree,tree
6649_soil,soil
6650_soil,soil
6651_soil,soil
6652_soil,soil
6653_tree,tree
6654_tree,tree
6655_soil,soil
6656_tree,tree
6657_soil,soil
6658_soil,soil
6659_soil,soil
6660_soil,soil
6661_soil,soil
6662_soil,soil
6663_tree,tree
6664_soil,soil
6665_soil,soil
6666_soil,soil
6667_soil,soil
6668_tree,tree
6669_tree,tree
6670_soil,soil
6671_tree,tree
